Chip Run Info,Z:\Projects\Reprogramming\Fluidigm Projects\BioMark Data\BioMark Data\BJ Monocistronic\Combined Chip Run BJ Monocistronic\ChipRun.bml,Combined Chip Run,96.96 (136x),GE 96x96 Fast v2,ROX,FAM-MGB,8/4/2014 4:56:26 PM,00:24:51,BIOMARKHD227
Application Version,4.1.2
Application Build,20140110.1735
Export Type,Table Results
Quality Threshold,0.4
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,User
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Defined
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,Comments
S118-A94,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,LIN28A,Test,999,0,Fail,0.00740197595583316,
S118-A93,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,ZIC3,Test,999,0,Fail,0.00740197595583316,
S118-A92,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,NANOG,Test,999,0,Fail,0.00740197595583316,
S118-A91,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,GDF3,Test,999,0,Fail,0.00740197595583316,
S171-A01,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,TET1,Test,22.730482631813,0.733699346478746,Pass,0.00740197595583316,
S171-A02,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,PHC1,Test,22.6252531173993,1,Pass,0.00740197595583316,
S171-A03,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,MBD3,Test,999,0,Fail,0.00740197595583316,
S171-A04,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,SNAI2,Test,999,0,Fail,0.00740197595583316,
S171-A05,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,FOXD1,Test,23.3265516332185,1,Pass,0.00740197595583316,
S171-A06,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,FOSB,Test,999,0,Fail,0.00740197595583316,
S171-A07,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,CD44,Test,20.6267072220388,1,Pass,0.00740197595583316,
S171-A08,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,GABRB3,Test,999,0,Fail,0.00740197595583316,
S171-A09,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,SOX2,Test,23.1590266437752,1,Pass,0.00740197595583316,
S171-A10,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,ZNF281,Test,25.7886889323765,1,Pass,0.00740197595583316,
S171-A11,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,SP1,Test,22.7161450202941,1,Pass,0.00740197595583316,
S171-A12,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,LEFTY1,Test,999,0,Fail,0.00740197595583316,
S171-A13,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,SET,Test,22.0410280707757,1,Pass,0.00740197595583316,
S171-A14,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,CBX7,Test,999,0,Fail,0.00740197595583316,
S171-A15,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,UTF1,Test,999,0,Fail,0.00740197595583316,
S171-A16,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,CDH2 (NCAD),Test,22.9603285748654,1,Pass,0.00740197595583316,
S171-A17,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,HNF4A,Test,999,0,Fail,0.00740197595583316,
S171-A18,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,TGFBR2,Test,22.1324312980723,1,Pass,0.00740197595583316,
S171-A19,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,DUSP10,Test,999,0,Fail,0.00740197595583316,
S171-A20,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,ESRRB,Test,999,0,Fail,0.00740197595583316,
S171-A21,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,MYC,Test,21.5535074186178,0.755091207317167,Pass,0.00740197595583316,
S171-A22,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,ZFP42 (REX1),Test,999,0,Fail,0.00740197595583316,
S171-A23,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,TRIM28,Test,25.3335029209777,0.997421527117775,Pass,0.00740197595583316,
S171-A24,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,CD48,Test,999,0,Fail,0.00740197595583316,
S171-A25,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,CDKN1A,Test,999,0,Fail,0.00740197595583316,
S171-A26,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,JMJD3,Test,999,0,Fail,0.00740197595583316,
S171-A27,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,RNF2,Test,23.7188257753492,1,Pass,0.00740197595583316,
S171-A28,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,LATS2,Test,999,0,Fail,0.00740197595583316,
S171-A29,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,T,Test,999,0,Fail,0.00740197595583316,
S171-A30,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,FGF2,Test,23.9920959762388,1,Pass,0.00740197595583316,
S171-A31,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,LCK,Test,999,0,Fail,0.00740197595583316,
S171-A32,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,KLF5,Test,24.2094594715199,0.979068365988794,Pass,0.00740197595583316,
S171-A33,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,KLF4,Test,23.1843601037305,1,Pass,0.00740197595583316,
S171-A34,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,NACC1,Test,25.3395141517265,1,Pass,0.00740197595583316,
S171-A35,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,FBXO15,Test,999,0,Fail,0.00740197595583316,
S171-A36,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,CD4,Test,999,0,Fail,0.00740197595583316,
S171-A37,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,DNMT3L,Test,999,0,Fail,0.00740197595583316,
S171-A38,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,EZH2,Test,999,0,Fail,0.00740197595583316,
S171-A39,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,EED,Test,999,0,Fail,0.00740197595583316,
S171-A40,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,SMARCC2,Test,22.4672637117174,0.884020138650431,Pass,0.00740197595583316,
S171-A41,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,MyoD1,Test,999,0,Fail,0.00740197595583316,
S171-A42,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,NODAL,Test,999,0,Fail,0.00740197595583316,
S171-A43,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,CDH1,Test,24.164390588605,1,Pass,0.00740197595583316,
S171-A44,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,DPPA4,Test,999,0,Fail,0.00740197595583316,
S171-A45,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,LEFTY2,Test,999,0,Fail,0.00740197595583316,
S171-A46,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,RIF1,Test,23.3879148002857,1,Pass,0.00740197595583316,
S171-A47,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,ETV5,Test,999,0,Fail,0.00740197595583316,
S171-A48,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,CD3D,Test,999,0,Fail,0.00740197595583316,
S171-A54,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,Wnt3,Test,999,0,Fail,0.00740197595583316,
S171-A53,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,Sox1,Test,999,0,Fail,0.00740197595583316,
S171-A52,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,LOX,Test,17.8406239934941,0.97883659141975,Pass,0.00740197595583316,
S171-A51,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,JARID2,Test,24.5734015614417,1,Pass,0.00740197595583316,
S171-A50,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,KDM5A,Test,999,0,Fail,0.00740197595583316,
S171-A49,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,DNMT3B,Test,999,0,Fail,0.00740197595583316,
S171-A60,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,PTPN6,Test,999,0,Fail,0.00740197595583316,
S171-A59,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,TCF3,Test,999,0,Fail,0.00740197595583316,
S171-A58,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,NR0B1(DAX1),Test,999,0,Fail,0.00740197595583316,
S171-A57,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,SALL1,Test,24.8339868550795,1,Pass,0.00740197595583316,
S171-A56,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,DPPA2,Test,999,0,Fail,0.00740197595583316,
S171-A55,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,Gata6,Test,999,0,Fail,0.00740197595583316,
S171-A66,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,SMAD4,Test,22.812329801578,1,Pass,0.00740197595583316,
S171-A65,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,SOX13,Test,999,0,Fail,0.00740197595583316,
S171-A64,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,LUM,Test,20.3759814622224,0.944949624583447,Pass,0.00740197595583316,
S171-A63,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,HDAC2,Test,23.4538425737182,0.925544049422835,Pass,0.00740197595583316,
S171-A62,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,SETD1A,Test,21.7381726675061,1,Pass,0.00740197595583316,
S171-A61,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,USP16,Test,22.9046120169746,0.968760520692155,Pass,0.00740197595583316,
S171-A72,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,CCR7,Test,999,0,Fail,0.00740197595583316,
S171-A71,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,HESX1,Test,999,0,Fail,0.00740197595583316,
S171-A70,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,REST,Test,999,0,Fail,0.00740197595583316,
S171-A69,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,SALL4,Test,999,0,Fail,0.00740197595583316,
S171-A68,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,GAL,Test,999,0,Fail,0.00740197595583316,
S171-A67,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,SEMA6A,Test,999,0,Fail,0.00740197595583316,
S171-A78,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,DVL2,Test,999,0,Fail,0.00740197595583316,
S171-A77,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,TCL1A,Test,999,0,Fail,0.00740197595583316,
S171-A76,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,GREM1,Test,999,0,Fail,0.00740197595583316,
S171-A75,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,COL3A1,Test,15.8831859609438,1,Pass,0.00740197595583316,
S171-A74,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,JMJD2B,Test,999,0,Fail,0.00740197595583316,
S171-A73,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,PRDM14,Test,999,0,Fail,0.00740197595583316,
S171-A84,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,STEMCCA-P2A,Test,22.008645365771,1,Pass,0.00740197595583316,
S171-A83,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,CCND1,Test,999,0,Fail,0.00740197595583316,
S171-A82,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,OTX2,Test,999,0,Fail,0.00740197595583316,
S171-A81,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,STAT3,Test,24.7578762042372,1,Pass,0.00740197595583316,
S171-A80,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,LRRN1,Test,999,0,Fail,0.00740197595583316,
S171-A79,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,APOE,Test,999,0,Fail,0.00740197595583316,
S171-A90,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,KDR,Test,999,0,Fail,0.00740197595583316,
S171-A89,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,MASP1,Test,999,0,Fail,0.00740197595583316,
S171-A88,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,Eomes,Test,999,0,Fail,0.00740197595583316,
S171-A87,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,TDGF1,Test,999,0,Fail,0.00740197595583316,
S171-A86,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,KAT7 (Myst),Test,22.9895378398005,0.933855997057234,Pass,0.00740197595583316,
S171-A85,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,TET2,Test,24.3756003940803,1,Pass,0.00740197595583316,
S171-A96,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,GAPDH,Test,17.1528013747849,1,Pass,0.00740197595583316,
S171-A95,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,POU5F1,Test,999,0,Fail,0.00740197595583316,
S171-A94,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,LIN28A,Test,999,0,Fail,0.00740197595583316,
S171-A93,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,ZIC3,Test,999,0,Fail,0.00740197595583316,
S171-A92,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,NANOG,Test,999,0,Fail,0.00740197595583316,
S171-A91,MONO D7 SSEA4+ Tra1-60+ 28,Unknown,1,GDF3,Test,999,0,Fail,0.00740197595583316,
S117-A01,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,TET1,Test,999,0,Fail,0.00740197595583316,
S117-A02,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,PHC1,Test,999,0,Fail,0.00740197595583316,
S117-A03,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,MBD3,Test,999,0,Fail,0.00740197595583316,
S117-A04,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,SNAI2,Test,999,0,Fail,0.00740197595583316,
S117-A05,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,FOXD1,Test,21.3756698782901,1,Pass,0.00740197595583316,
S117-A06,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,FOSB,Test,999,0,Fail,0.00740197595583316,
S117-A07,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,CD44,Test,23.8562825009651,1,Pass,0.00740197595583316,
S117-A08,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,GABRB3,Test,999,0,Fail,0.00740197595583316,
S117-A09,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,SOX2,Test,999,0,Fail,0.00740197595583316,
S117-A10,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,ZNF281,Test,24.1394418123763,1,Pass,0.00740197595583316,
S117-A11,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,SP1,Test,999,0,Fail,0.00740197595583316,
S117-A12,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,LEFTY1,Test,999,0,Fail,0.00740197595583316,
S117-A13,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,SET,Test,21.8202507996338,1,Pass,0.00740197595583316,
S117-A14,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,CBX7,Test,999,0,Fail,0.00740197595583316,
S117-A15,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,UTF1,Test,999,0,Fail,0.00740197595583316,
S117-A16,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,CDH2 (NCAD),Test,999,0,Fail,0.00740197595583316,
S117-A17,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,HNF4A,Test,999,0,Fail,0.00740197595583316,
S117-A18,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,TGFBR2,Test,999,0,Fail,0.00740197595583316,
S117-A19,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,DUSP10,Test,999,0,Fail,0.00740197595583316,
S117-A20,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,ESRRB,Test,999,0,Fail,0.00740197595583316,
S117-A21,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,MYC,Test,21.9399905897251,0.761283810695509,Pass,0.00740197595583316,
S117-A22,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,ZFP42 (REX1),Test,999,0,Fail,0.00740197595583316,
S117-A23,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,TRIM28,Test,23.5855163801952,1,Pass,0.00740197595583316,
S117-A24,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,CD48,Test,999,0,Fail,0.00740197595583316,
S117-A25,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,CDKN1A,Test,25.0666548576436,0.965145743999415,Pass,0.00740197595583316,
S117-A26,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,JMJD3,Test,999,0,Fail,0.00740197595583316,
S117-A27,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,RNF2,Test,23.9285923339744,1,Pass,0.00740197595583316,
S117-A28,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,LATS2,Test,999,0,Fail,0.00740197595583316,
S117-A29,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,T,Test,999,0,Fail,0.00740197595583316,
S117-A30,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,FGF2,Test,999,0,Fail,0.00740197595583316,
S117-A31,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,LCK,Test,999,0,Fail,0.00740197595583316,
S117-A32,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,KLF5,Test,999,0,Fail,0.00740197595583316,
S117-A33,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,KLF4,Test,23.9443729733106,1,Pass,0.00740197595583316,
S117-A34,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,NACC1,Test,22.7151100255652,1,Pass,0.00740197595583316,
S117-A35,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,FBXO15,Test,999,0,Fail,0.00740197595583316,
S117-A36,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,CD4,Test,999,0,Fail,0.00740197595583316,
S117-A37,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,DNMT3L,Test,999,0,Fail,0.00740197595583316,
S117-A38,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,EZH2,Test,999,0,Fail,0.00740197595583316,
S117-A39,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,EED,Test,999,0,Fail,0.00740197595583316,
S117-A40,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,SMARCC2,Test,22.2486376509787,0.856815446762383,Pass,0.00740197595583316,
S117-A41,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,MyoD1,Test,999,0,Fail,0.00740197595583316,
S117-A42,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,NODAL,Test,999,0,Fail,0.00740197595583316,
S117-A43,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,CDH1,Test,999,0,Fail,0.00740197595583316,
S117-A44,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,DPPA4,Test,999,0,Fail,0.00740197595583316,
S117-A45,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,LEFTY2,Test,999,0,Fail,0.00740197595583316,
S117-A46,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,RIF1,Test,24.0157664781329,1,Pass,0.00740197595583316,
S117-A47,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,ETV5,Test,999,0,Fail,0.00740197595583316,
S117-A48,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,CD3D,Test,999,0,Fail,0.00740197595583316,
S117-A54,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,Wnt3,Test,999,0,Fail,0.00740197595583316,
S117-A53,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,Sox1,Test,999,0,Fail,0.00740197595583316,
S117-A52,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,LOX,Test,20.4571595741234,1,Pass,0.00740197595583316,
S117-A51,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,JARID2,Test,23.2125458978606,1,Pass,0.00740197595583316,
S117-A50,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,KDM5A,Test,999,0,Fail,0.00740197595583316,
S117-A49,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,DNMT3B,Test,999,0,Fail,0.00740197595583316,
S117-A60,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,PTPN6,Test,999,0,Fail,0.00740197595583316,
S117-A59,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,TCF3,Test,999,0,Fail,0.00740197595583316,
S117-A58,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,NR0B1(DAX1),Test,999,0,Fail,0.00740197595583316,
S117-A57,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,SALL1,Test,24.1363791718942,1,Pass,0.00740197595583316,
S117-A56,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,DPPA2,Test,999,0,Fail,0.00740197595583316,
S117-A55,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,Gata6,Test,999,0,Fail,0.00740197595583316,
S117-A66,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,SMAD4,Test,25.2348661188238,1,Pass,0.00740197595583316,
S117-A65,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,SOX13,Test,999,0,Fail,0.00740197595583316,
S117-A64,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,LUM,Test,999,0,Fail,0.00740197595583316,
S117-A63,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,HDAC2,Test,24.2170725126392,0.97264803457903,Pass,0.00740197595583316,
S117-A62,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,SETD1A,Test,23.5382657290099,1,Pass,0.00740197595583316,
S117-A61,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,USP16,Test,22.8290669932282,0.928077809532886,Pass,0.00740197595583316,
S117-A72,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,CCR7,Test,999,0,Fail,0.00740197595583316,
S117-A71,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,HESX1,Test,999,0,Fail,0.00740197595583316,
S117-A70,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,REST,Test,999,0,Fail,0.00740197595583316,
S117-A69,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,SALL4,Test,999,0,Fail,0.00740197595583316,
S117-A68,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,GAL,Test,999,0,Fail,0.00740197595583316,
S117-A67,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,SEMA6A,Test,999,0,Fail,0.00740197595583316,
S117-A78,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,DVL2,Test,25.0394783474268,0.955677589031256,Pass,0.00740197595583316,
S117-A77,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,TCL1A,Test,999,0,Fail,0.00740197595583316,
S117-A76,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,GREM1,Test,999,0,Fail,0.00740197595583316,
S117-A75,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,COL3A1,Test,17.1732951245527,1,Pass,0.00740197595583316,
S117-A74,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,JMJD2B,Test,999,0,Fail,0.00740197595583316,
S117-A73,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,PRDM14,Test,999,0,Fail,0.00740197595583316,
S117-A84,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,STEMCCA-P2A,Test,18.8860558019585,1,Pass,0.00740197595583316,
S117-A83,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,CCND1,Test,19.8117241882918,1,Pass,0.00740197595583316,
S117-A82,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,OTX2,Test,999,0,Fail,0.00740197595583316,
S117-A81,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,STAT3,Test,22.2304625035699,1,Pass,0.00740197595583316,
S117-A80,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,LRRN1,Test,999,0,Fail,0.00740197595583316,
S117-A79,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,APOE,Test,999,0,Fail,0.00740197595583316,
S117-A90,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,KDR,Test,999,0,Fail,0.00740197595583316,
S117-A89,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,MASP1,Test,999,0,Fail,0.00740197595583316,
S117-A88,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,Eomes,Test,999,0,Fail,0.00740197595583316,
S117-A87,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,TDGF1,Test,999,0,Fail,0.00740197595583316,
S117-A86,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,KAT7 (Myst),Test,23.3764080105517,0.886363897759508,Pass,0.00740197595583316,
S117-A85,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,TET2,Test,24.3533961357945,1,Pass,0.00740197595583316,
S117-A96,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,GAPDH,Test,17.8368234855789,1,Pass,0.00740197595583316,
S117-A95,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,POU5F1,Test,25.4042205814158,0.143576632952197,Fail,0.00740197595583316,
S117-A94,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,LIN28A,Test,999,0,Fail,0.00740197595583316,
S117-A93,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,ZIC3,Test,999,0,Fail,0.00740197595583316,
S117-A92,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,NANOG,Test,999,0,Fail,0.00740197595583316,
S117-A91,MONO D14 SSEA4+ Tra1-60+ 21,Unknown,1,GDF3,Test,999,0,Fail,0.00740197595583316,
S170-A01,MONO D7 SSEA4+ Tra1-60+ 17,Unknown,1,TET1,Test,24.6811462773799,0.229725428550636,Fail,0.00740197595583316,
S170-A02,MONO D7 SSEA4+ Tra1-60+ 17,Unknown,1,PHC1,Test,24.177478685147,1,Pass,0.00740197595583316,
S170-A03,MONO D7 SSEA4+ Tra1-60+ 17,Unknown,1,MBD3,Test,999,0,Fail,0.00740197595583316,
S170-A04,MONO D7 SSEA4+ Tra1-60+ 17,Unknown,1,SNAI2,Test,999,0,Fail,0.00740197595583316,
S170-A05,MONO D7 SSEA4+ Tra1-60+ 17,Unknown,1,FOXD1,Test,21.1863744697968,1,Pass,0.00740197595583316,
S170-A06,MONO D7 SSEA4+ Tra1-60+ 17,Unknown,1,FOSB,Test,999,0,Fail,0.00740197595583316,
S170-A07,MONO D7 SSEA4+ Tra1-60+ 17,Unknown,1,CD44,Test,20.8052085029974,1,Pass,0.00740197595583316,
S170-A08,MONO D7 SSEA4+ Tra1-60+ 17,Unknown,1,GABRB3,Test,999,0,Fail,0.00740197595583316,
S170-A09,MONO D7 SSEA4+ Tra1-60+ 17,Unknown,1,SOX2,Test,999,0,Fail,0.00740197595583316,
